price,area_sqft,bedrooms,bathrooms,city,location,property_type
12000000.0,675.0,3,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
28000000.0,1125.0,3,3,Lahore,"Bahria Town - Block BB, Bahria Town - Sector D",House
10800000.0,675.0,3,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
12000000.0,742.5,2,2,Lahore,"Bahria Town - Sector E, Bahria Town",Flat
6500000.0,405.0,1,1,Lahore,"Bahria Town - Iqbal Block, Bahria Town - Sector E",Flat
13000000.0,675.0,,,Lahore,"Bismillah Housing Scheme, GT Road",House
13500000.0,675.0,3,4,Lahore,"Al-Ahmad Garden Housing Scheme, GT Road",House
17800000.0,1125.0,5,6,Lahore,"Metro City, GT Road",House
23200000.0,1125.0,3,4,Lahore,"Palm City, Ferozepur Road",House
22000000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1",House
8300000.0,517.5,1,1,Lahore,"Bahria Town - Sector D, Bahria Town",Flat
8280000.0,450.0,1,1,Lahore,"Bahria Town - Sector D, Bahria Town",Flat
5220000.0,292.5,,1,Lahore,"Bahria Town - Sector D, Bahria Town",Flat
14800000.0,900.0,2,2,Lahore,"Bahria Town - Sector E, Bahria Town",Flat
12500000.0,652.5,2,2,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
6500000.0,517.5,1,1,Lahore,"Bahria Town - Sector E, Bahria Town",Flat
5300000.0,270.0,,1,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
19000000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 2, Bahria Orchard",House
42500000.0,2250.0,3,3,Lahore,"Askari 10 - Sector F, Askari 10",Flat
32900000.0,1125.0,4,5,Lahore,"Lake City - Sector M7 - Block C1, Lake City - Sector M-7",House
28800000.0,990.0000000000001,,,Lahore,Lahore,
74700000.0,4500.0,5,6,Lahore,"DHA Phase 7, DHA Defence",House
91300000.00000001,4500.0,5,6,Lahore,"DHA Phase 6, DHA Defence",House
12100000.0,225.0,,,Lahore,Lahore,
26800000.0,1125.0,4,5,Lahore,"Lake City - Sector M-7B, Lake City",House
28500000.0,1800.0,5,6,Lahore,"OLC - Block A, Overseas Low Cost",House
45000000.0,2250.0,5,6,Lahore,"Bahria Orchard Phase 1 - Central, Bahria Orchard Phase 1",House
15000000.0,675.0,3,3,Lahore,"Mohlanwal Scheme, Lahore",House
12500000.0,1125.0,4,4,Lahore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",House
30000000.0,2250.0,5,6,Lahore,"AWT Phase 2, AWT Army Welfare Trust",House
22000000.0,1125.0,3,4,Lahore,"Bahria Town - Sector F, Bahria Town",House
32500000.0,2250.0,5,6,Lahore,"Bahria Town - Sector C, Bahria Town",House
7000000.0,495.00000000000006,1,1,Lahore,"Bahria Town - Sector C, Bahria Town",Flat
125000000.0,4500.0,5,7,Lahore,"Bahria Town - Block EE, Bahria Town - Sector D",House
18500000.0,1125.0,3,4,Lahore,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1",House
85000000.0,4500.0,5,6,Lahore,"Bahria Town - Overseas Enclave, Bahria Town",House
18000000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 2, Bahria Orchard",House
7400000.0,540.0,1,1,Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",Flat
16000000.0,1125.0,3,4,Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",House
6200000.0,495.00000000000006,1,1,Lahore,"Bahria Town - Sector E, Bahria Town",Flat
12500000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",House
7500000.0,1125.0,2,2,Lahore,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",Flat
17000000.0,1125.0,4,5,Lahore,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1",House
21500000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 1, Bahria Orchard",House
19200000.0,1125.0,5,6,Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",House
11000000.0,675.0,3,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
23000000.0,450.0,,,Lahore,Lahore,
45900000.0,2250.0,4,5,Lahore,"DHA Phase 7, DHA Defence",House
42400000.0,1575.0,6,6,Lahore,"Lake City - Sector M-7A, Lake City",House
6987000.0,405.0,,,Lahore,Lahore,Penthouse
18000000.0,1350.0,3,3,Lahore,"Bahria Homes, Bahria Town - Sector E",
6987000.0,405.0,,1,Lahore,"Raiwind Road, Lahore",Plot
32000000.0,1125.0,1,2,Lahore,"Penta Square By DHA Lahore, DHA Phase 5",Flat
28500000.0,945.0,2,2,Lahore,"Indigo Boutique Apartments, Gulberg",
96500000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block W, DHA Phase 7",House
22000000.0,990.0000000000001,2,2,Lahore,"The Opus Luxury Residence, Gulberg 3",Flat
15000000.0,1125.0,4,4,Lahore,"Park View City - Platinum Block, Park View City",House
17000000.0,1125.0,4,4,Lahore,"Park View City, Lahore",House
70000000.0,4500.0,6,6,Lahore,"Valencia - Block E, Valencia Housing Society",House
19900000.0,1125.0,4,4,Lahore,"Palm City, Ferozepur Road",
22200000.000000004,1350.0,3,4,Lahore,"Palm City, Ferozepur Road",House
42500000.0,2250.0,5,6,Lahore,"Tariq Gardens - Block C, Tariq Gardens",House
35000000.0,2250.0,5,6,Lahore,"Wapda Town Phase 1 - Block J2, Wapda Town Phase 1",House
17000000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 1, Bahria Orchard",House
19500000.0,1125.0,3,5,Lahore,"Bahria Orchard Phase 2, Bahria Orchard",House
22500000.0,1575.0,4,6,Lahore,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",House
24000000.0,1125.0,3,4,Lahore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",House
30000000.0,1125.0,4,4,Lahore,"Lake City, Raiwind Road",House
85000000.0,4500.0,6,7,Lahore,"Wapda Town Phase 1 - Block D3, Wapda Town Phase 1",House
8500000.0,517.5,1,1,Lahore,"Lahore Sky, Ferozepur Road",Flat
8500000.0,450.0,1,1,Lahore,"Midway Commercial, Bahria Town",Flat
11500000.0,742.5,2,2,Lahore,"Bahria Town - Sector E, Bahria Town",Flat
28800000.0,607.5,,,Lahore,Lahore,
35700000.0,1125.0,5,6,Lahore,"Johar Town Phase 2, Johar Town",House
49800000.00000001,2250.0,5,6,Lahore,"Wapda Town Phase 1, Wapda Town",House
6987000.0,1844.9999999999998,,,Lahore,Lahore,Penthouse
42500000.0,2250.0,5,6,Lahore,"Architects Engineers Housing Society, Lahore",House
15000000.0,675.0,4,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
27000000.0,1125.0,3,4,Lahore,"DHA 11 Rahbar Sector 2, DHA 11 Rahbar",House
21000000.0,1125.0,6,6,Lahore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",House
95000000.0,2925.0,5,6,Lahore,"Bahria Town - Shaheen Block, Bahria Town - Sector B",House
27500000.0,1125.0,3,3,Lahore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",House
72500000.0,4500.0,5,6,Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",
77500000.0,4500.0,5,7,Lahore,"DHA Phase 7 - Block Y, DHA Phase 7",House
86500000.0,4500.0,5,6,Lahore,"Johar Town Phase 2 - Block G3, Johar Town Phase 2",House
18000000.0,787.5,3,3,Lahore,"Johar Town Phase 2 - Block R1, Johar Town Phase 2",House
28000000.0,1125.0,4,5,Lahore,"Johar Town Phase 2 - Block L, Johar Town Phase 2",House
26000000.0,1125.0,4,5,Lahore,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",House
24500000.0,1125.0,4,5,Lahore,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",House
37500000.0,1125.0,4,5,Lahore,"Lake City - Sector M-6, Lake City",House
19000000.0,1125.0,3,4,Lahore,"Khayaban-e-Amin, Lahore",House
38000000.0,2250.0,5,6,Lahore,"Wapda Town Phase 1 - Block K2, Wapda Town Phase 1",House
33000000.0,1125.0,4,5,Lahore,"Lake City - Sector M7 - Block C1, Lake City - Sector M-7",House
19500000.0,1125.0,3,4,Lahore,"Khayaban-e-Amin, Lahore",House
65000000.0,4500.0,5,7,Lahore,"Valencia - Block C1, Valencia Housing Society",House
95000000.0,4500.0,6,7,Lahore,"Lake City - Sector M-3, Lake City",House
28000000.0,1125.0,4,5,Lahore,"Al Hafeez Garden Phase 2 - Imran Block, Al Hafeez Garden - Phase 2",House
2500000.0,495.00000000000006,1,1,Lahore,"Midway Commercial, Bahria Town",Flat
25000000.0,1125.0,3,4,Lahore,"DHA 9 Town, DHA Defence",House
23000000.0,1732.5,,,Lahore,Lahore,
30000000.0,2407.5,5,6,Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",House
4800000.0,292.5,1,1,Lahore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",
112899999.99999999,1125.0,,,Lahore,Lahore,
39500000.0,2250.0,6,7,Lahore,"LDA Avenue - Block J, LDA Avenue",House
85000000.0,4500.0,5,5,Lahore,"Bahria Town - Nargis Extension, Bahria Town - Sector C",House
56000000.0,2250.0,5,5,Lahore,"Lake City - Sector M-2, Lake City",House
70000000.0,2250.0,7,7,Lahore,"Allama Iqbal Town - Ravi Block, Allama Iqbal Town",House
16000000.0,1125.0,4,5,Lahore,"Park View City, Lahore",House
17000000.0,1125.0,4,5,Lahore,"Park View City, Lahore",House
145000000.0,9000.0,5,6,Lahore,"DHA Phase 6, DHA Defence",
79900000.0,4500.0,6,7,Lahore,"DHA Phase 4 - Block CC, DHA Phase 4",
50000000.0,4500.0,4,6,Lahore,"Valencia - Block L, Valencia Housing Society",House
27000000.0,1125.0,5,6,Lahore,"Johar Town Phase 2, Johar Town",House
28500000.0,1125.0,5,6,Lahore,"Johar Town Phase 2, Johar Town",House
15500000.0,1125.0,4,5,Lahore,"Al Jalil Garden, Lahore",House
85000000.0,4500.0,6,6,Lahore,"Paragon City, Lahore",House
23000000.0,1125.0,4,6,Lahore,"Al Hafeez Garden Phase 2 - Adil Block, Al Hafeez Garden - Phase 2",House
125000000.0,9000.0,8,7,Lahore,"Valencia - Block H, Valencia Housing Society",House
11000000.0,585.0,3,3,Lahore,"Al Hafeez Garden Phase 2 - Imran Block, Al Hafeez Garden - Phase 2",House
5000000.0,450.0,2,2,Lahore,"Tajpura, Lahore",House
60000000.0,4500.0,6,6,Lahore,"Johar Town Phase 1 - Block G, Johar Town Phase 1",House
72500000.0,4500.0,6,7,Lahore,"NFC 1, Lahore",House
51000000.0,2700.0,4,5,Lahore,"Johar Town Phase 1 - Block G1, Johar Town Phase 1",House
45500000.0,2700.0,5,7,Lahore,"Johar Town Phase 1 - Block A2, Johar Town Phase 1",House
47500000.0,2250.0,4,5,Lahore,"DHA Phase 6, DHA Defence",House
38500000.0,2250.0,6,7,Lahore,"LDA Avenue, Lahore",House
23000000.0,1035.0,,,Lahore,Lahore,
17200000.0,1125.0,4,4,Lahore,"Park View City, Lahore",House
36500000.0,1575.0,6,7,Lahore,"Lake City, Raiwind Road",House
31700000.0,1957.4999999999998,,,Lahore,Lahore,
95000000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block Y, DHA Phase 7",
32000000.0,2250.0,5,6,Lahore,"Park View City, Lahore",House
26000000.0,1125.0,3,4,Lahore,"Paragon City, Lahore",House
18000000.0,900.0,3,4,Lahore,"Paragon City, Lahore",House
19500000.0,1125.0,4,4,Lahore,"Park View City, Lahore",House
24000000.0,1125.0,4,4,Lahore,"Park View City - Tulip Block, Park View City",House
70000000.0,4500.0,5,6,Lahore,"DHA Phase 3 - Block Z, DHA Phase 3",
30000000.0,1125.0,3,4,Lahore,"Paragon City, Lahore",House
46600000.0,1372.5,2,2,Lahore,"Gulberg 3, Gulberg",Flat
64500000.0,4500.0,7,6,Lahore,"Chinar Bagh, Lahore",House
34000000.0,4500.0,3,4,Lahore,"Chinar Bagh - Shaheen Block, Chinar Bagh",House
155000000.0,4500.0,5,6,Lahore,"DHA Phase 8 - Block W, DHA Phase 8",House
18900000.0,1125.0,3,4,Lahore,"Khayaban-e-Amin - Block C, Khayaban-e-Amin",House
17500000.0,675.0,3,3,Lahore,"Johar Town Phase 2 - Block R1, Johar Town Phase 2",House
58000000.0,2700.0,5,7,Lahore,"Johar Town Phase 2 - Block J, Johar Town Phase 2",House
35500000.0,2250.0,5,6,Lahore,"NFC 1 - Block D (SE), NFC 1",House
26500000.0,1125.0,5,6,Lahore,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",House
40000000.0,1575.0,4,5,Lahore,"Johar Town Phase 1 - Block F, Johar Town Phase 1",House
43500000.0,2250.0,5,7,Lahore,"Airline Housing Society, Lahore",House
5000000.0,495.00000000000006,1,1,Lahore,"Johar Town Phase 1 - Block G1, Johar Town Phase 1",Flat
26000000.0,1125.0,4,4,Lahore,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",House
20900000.0,1125.0,4,4,Lahore,"DHA 9 Town - Block A, DHA 9 Town",House
74500000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block Y, DHA Phase 7",House
28800000.0,450.0,,,Lahore,Lahore,
90000000.0,4500.0,5,5,Lahore,"DHA Phase 7 - Block Y, DHA Phase 7",House
18500000.0,1125.0,4,4,Lahore,"Park View City - Platinum Block, Park View City",House
18000000.0,1125.0,,,Lahore,Lahore,Penthouse
24000000.0,1125.0,3,4,Lahore,"Bankers Avenue Cooperative Housing Society, Lahore",House
14000000.0,405.0,,1,Lahore,"Gulberg 3 - Block L, Gulberg 3",Flat
47500000.0,2250.0,5,6,Lahore,"Bahria Orchard, Lahore",House
86500000.0,4500.0,4,5,Lahore,"Askari 11 - Sector B, Askari 11",House
67000000.0,3600.0,4,6,Lahore,"Askari 11 - Sector B, Askari 11",House
36000000.0,1575.0,6,7,Lahore,"Lake City, Raiwind Road",House
35000000.0,1125.0,4,4,Lahore,"Lake City, Raiwind Road",House
22500000.0,1125.0,4,5,Lahore,"Lake City, Raiwind Road",House
15000000.0,675.0,3,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
14000000.0,675.0,3,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
23500000.0,1125.0,3,4,Lahore,"Paragon City, Lahore",House
16500000.0,900.0,3,4,Lahore,"Paragon City, Lahore",House
120000000.0,4500.0,5,6,Lahore,"Abdalians Cooperative Housing Society, Lahore",House
165000000.0,4500.0,5,6,Lahore,"DHA Phase 6 - Block M, DHA Phase 6",
16000000.0,1125.0,3,3,Lahore,"Khayaban-e-Amin, Lahore",House
250000000.0,5850.0,6,6,Lahore,"DHA Phase 8 - Block W, DHA Phase 8",
23000000.0,1125.0,5,6,Lahore,"Central Park Housing Scheme, Lahore",House
145000000.0,4500.0,5,6,Lahore,"DHA Phase 5 - Block B, DHA Phase 5",House
350000000.0,9000.0,6,7,Lahore,"DHA Phase 3 - Block XX, DHA Phase 3",
20000000.0,900.0,3,4,Lahore,"Paragon City, Lahore",House
26500000.0,1125.0,3,4,Lahore,"DHA 9 Town, DHA Defence",House
77500000.0,4500.0,5,6,Lahore,"DHA Phase 7, DHA Defence",
119000000.0,4500.0,6,7,Lahore,"DHA Phase 6, DHA Defence",
5220000.0,450.0,,,Lahore,Lahore,
55000000.0,2250.0,4,5,Lahore,"DHA Phase 5, DHA Defence",House
21500000.0,1125.0,3,4,Lahore,"Paragon City, Lahore",House
7500000.0,450.0,3,2,Lahore,"Sabzazar Scheme - Block N, Sabzazar Scheme",House
28000000.0,2250.0,2,4,Lahore,"Ghazi Road, Cantt",House
255000000.0,13500.0,5,6,Lahore,"Cavalry Ground, Lahore",House
25500000.0,1125.0,4,4,Lahore,"Bismillah Housing Scheme, GT Road",House
23500000.0,1125.0,3,4,Lahore,"Lake City Meadows Phase 1 - Block A, Lake City Meadows Phase 1",House
17000000.0,1125.0,3,5,Lahore,"Bahria Town - Sector E, Bahria Town",House
126500000.0,3150.0,5,5,Lahore,"PAF Falcon Complex, Gulberg",House
18100000.0,405.0,,1,Lahore,"Zameen Hive, Gulberg 3",Plot
23500000.0,1125.0,4,4,Lahore,"Central Park Housing Scheme, Lahore",House
32000000.0,2250.0,5,6,Lahore,"AWT Phase 2, AWT Army Welfare Trust",House
4800000.0,247.50000000000003,,1,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
27000000.0,1125.0,4,5,Lahore,"Lake City, Raiwind Road",House
71500000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block U, DHA Phase 7",
110000000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block T, DHA Phase 7",
150000000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block X, DHA Phase 7",
650000000.0,9000.0,5,6,Lahore,"DHA Phase 6, DHA Defence",
320000000.0,9000.0,6,7,Lahore,"DHA Phase 6 - Block K, DHA Phase 6",
39000000.0,2250.0,4,5,Lahore,"DHA Phase 4 - Block EE, DHA Phase 4",
7500000.0,427.5,1,1,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
28800000.0,382.5,,,Lahore,Lahore,
7900000.0,450.0,1,1,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
5600000.0,270.0,,1,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
18000000.0,1597.5,,,Lahore,Lahore,Penthouse
248000000.0,4500.0,6,7,Lahore,"DHA Phase 6 - Block K, DHA Phase 6",
29900000.000000004,1125.0,5,4,Lahore,"Allama Iqbal Town, Lahore",House
249500000.0,9000.0,6,7,Lahore,"DHA Phase 6, DHA Defence",
107000000.0,4500.0,5,6,Lahore,"DHA Phase 7, DHA Defence",House
125000000.0,4500.0,5,6,Lahore,"DHA Phase 6, DHA Defence",House
41000000.0,2250.0,5,6,Lahore,"Paragon City, Lahore",House
29500000.0,2250.0,5,6,Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",House
51000000.0,4500.0,7,6,Lahore,"AWT Phase 2, AWT Army Welfare Trust",House
9000000.0,675.0,3,4,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
12700000.0,675.0,4,5,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",House
145000000.0,4500.0,6,7,Lahore,"DHA Phase 8 - Block U, DHA Phase 8",House
380000000.0,9000.0,6,7,Lahore,"DHA Phase 6 - Block E, DHA Phase 6",
39900000.0,2250.0,4,5,Lahore,"DHA Phase 3 - Block XX, DHA Phase 3",House
67500000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block S, DHA Phase 7",
47500000.0,2700.0,4,5,Lahore,"Paragon City, Lahore",House
60000000.0,2700.0,6,6,Lahore,"Lake City - Sector M-3A, Lake City",House
140000000.0,4500.0,5,6,Lahore,"DHA Phase 7, DHA Defence",House
50000000.0,2250.0,6,7,Lahore,"Lake City - Sector M-2A, Lake City",House
167500000.0,4500.0,6,6,Lahore,"DHA Phase 6 - Block A, DHA Phase 6",House
22000000.0,1125.0,3,4,Lahore,"Bahria Town - Tulip Extension, Bahria Town - Sector C",House
28800000.0,562.5,,,Lahore,Lahore,
220000000.0,4500.0,6,7,Lahore,"DHA Phase 6 - Block K, DHA Phase 6",House
37000000.0,2250.0,5,6,Lahore,"Bankers Avenue Cooperative Housing Society, Lahore",House
42200000.0,450.0,,,Lahore,Lahore,
32500000.0,2250.0,5,6,Lahore,"Bankers Avenue Cooperative Housing Society, Lahore",House
105000000.0,3825.0,5,6,Lahore,"Askari 10 - Sector F, Askari 10",House
69000000.0,4500.0,5,7,Lahore,"DHA Phase 7, DHA Defence",
75000000.0,4500.0,5,6,Lahore,"DHA Phase 7, DHA Defence",
95000000.0,4500.0,5,6,Lahore,"DHA Phase 6, DHA Defence",
247500000.0,4500.0,6,7,Lahore,"DHA Phase 6 - Block K, DHA Phase 6",House
14500000.0,675.0,3,3,Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",House
19800000.0,1125.0,3,4,Lahore,"Lake City Meadows Phase 1 - Block A, Lake City Meadows Phase 1",House
12000000.0,1125.0,3,3,Lahore,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",House
22799999.999999996,1125.0,3,5,Lahore,"DHA 9 Town, DHA Defence",
24000000.0,1462.5,4,5,Lahore,"DHA 9 Town, DHA Defence",House
85000000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block W, DHA Phase 7",House
33000000.0,1125.0,4,4,Lahore,"Lake City, Raiwind Road",House
97000000.0,4500.0,5,6,Lahore,"DHA Phase 6, DHA Defence",
105000000.0,4500.0,5,6,Lahore,"DHA Phase 5, DHA Defence",
95000000.0,4500.0,5,6,Lahore,"DHA Phase 4, DHA Defence",
24000000.0,1125.0,4,6,Lahore,"Al Rehman Garden Phase 2, Al Rehman Garden",House
6205000.0,360.0,,1,Lahore,"Bahria Town - Sector E, Bahria Town",Flat
40000000.0,2250.0,5,5,Lahore,"Bankers Avenue Cooperative Housing Society, Lahore",House
155000000.0,54000.0,3,3,Lahore,"Bedian Road, Lahore",
28800000.0,2610.0,,,Lahore,Lahore,Penthouse
77500000.0,4500.0,5,6,Lahore,"DHA Phase 7 - Block T, DHA Phase 7",House
70000000.0,2700.0,5,6,Lahore,"Johar Town, Lahore",House
43500000.0,2250.0,4,5,Lahore,"DHA Phase 7 - Block T, DHA Phase 7",
340000000.0,9000.0,5,6,Lahore,"DHA Phase 6, DHA Defence",House
26000000.0,1125.0,3,4,Lahore,"Paragon City - Orchard 1 Block, Paragon City",House
120000000.0,4500.0,5,6,Lahore,"DHA Phase 6, DHA Defence",
22000000.0,1125.0,3,4,Lahore,"Paragon City, Lahore",House
23900000.0,697.5,1,1,Lahore,"Gulberg 3, Gulberg",Flat
36000000.0,2250.0,3,4,Lahore,"Askari 11, Askari",Flat
68000000.0,4500.0,6,6,Lahore,"Bahria Town - Sector F, Bahria Town",House
11000000.0,675.0,3,3,Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",
110000000.0,4500.0,7,7,Lahore,"DHA Phase 4, DHA Defence",
9000000.0,1575.0,3,3,Lahore,"Bahria Orchard Phase 4, Bahria Orchard",Flat
38200000.0,2025.0,5,6,Lahore,"Paragon City, Lahore",House
35400000.0,2700.0,4,5,Lahore,"Askari 11, Askari",Flat
6800000.0,540.0,1,1,Lahore,"Bahria Town - Nishtar Block, Bahria Town - Sector E",Flat
41800000.0,2250.0,5,6,Lahore,"Johar Town, Lahore",House
8300000.0,495.00000000000006,1,1,Lahore,"Bahria Town - Iqbal Block, Bahria Town - Sector E",Flat
4900000.0,450.0,,1,Lahore,"Bahria Town - Tulip Block, Bahria Town - Sector C",Flat
80000000.0,4500.0,6,7,Lahore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",House
90500000.0,4500.0,6,7,Lahore,"DHA Phase 6 - Block H, DHA Phase 6",
20800000.0,1125.0,3,4,Lahore,"Central Park - Block A1, Central Park Housing Scheme",House
16500000.0,1125.0,3,4,Lahore,"Bahria Nasheman, Lahore",House
46900000.00000001,2250.0,4,5,Lahore,"DHA Phase 7, DHA Defence",House
24000000.0,1125.0,3,4,Lahore,"DHA 9 Town, DHA Defence",House
23000000.0,517.5,,,Lahore,Lahore,
68500000.0,1800.0,5,6,Lahore,"Johar Town Phase 2, Johar Town",House
66500000.0,2700.0,5,6,Lahore,"DHA Phase 5 - Block D, DHA Phase 5",House
11100000.000000002,900.0,,,Lahore,Lahore,
26500000.0,1125.0,,,Lahore,"DHA 9 Town - Block D, DHA 9 Town",House
137500000.0,4500.0,5,6,Lahore,"DHA Phase 6, DHA Defence",House
35500000.0,2250.0,3,3,Lahore,"Askari 11 - Sector D, Askari 11",
26500000.0,1125.0,4,4,Lahore,"Paragon City - Imperial 2 Block, Paragon City",House
60000000.0,4500.0,5,6,Lahore,"DHA Phase 7, DHA Defence",
35000000.0,2250.0,5,6,Lahore,"Bahria Town - Sector F, Bahria Town",House
5650000.0,1125.0,2,2,Lahore,"Kings Town, Raiwind Road",Flat
30900000.0,2700.0,4,5,Lahore,"Askari 11, Askari",Flat
39500000.0,2250.0,3,4,Lahore,"Askari 11, Askari",Flat
32500000.0,1125.0,3,4,Lahore,"DHA 9 Town, DHA Defence",House
47000000.0,2250.0,5,5,Lahore,"Paragon City, Lahore",House
48500000.0,2250.0,5,6,Lahore,"Bahria Town - Sector F, Bahria Town",House
22000000.0,1125.0,4,5,Lahore,"Lake City, Raiwind Road",House
8200000.0,427.5,1,1,Lahore,"Bahria Town - Sector B, Bahria Town",Flat
360000000.0,9000.0,5,6,Lahore,"DHA Phase 6, DHA Defence",House
